id,title,subtitle,price,transaction_type,property_type,location_details,municipality,surface,rooms,bedrooms,bathrooms,features,poi,description,url,image_path,images_folder,images_count,scraped_at,last_updated
2090,S3 à vendre à l'Aouina Palmerais,Tunisie,355000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,4.0,,,{},{},"Cet appartement est situé au sein d’une résidence gardée, située dans un quartier résidentiel calme et à proximité immédiate de toutes les commodités. Le hall d’entrée dessert un salon spacieux et baigné de lumière naturelle grâce à ses ouvertures donnant sur un balcon exploitable. La cuisine est entièrement équipée d’une plaque de cuisson, d’une hotte aspirante et d’un four électrique, et dispose d’un séchoir attenant. Une salle d’eau pour les invités complète la partie jour. La partie nuit comprend trois chambres à coucher, dont deux avec placards, ainsi qu’une salle de bain commune. L’appartement est doté d’un chauffage central",https://www.mubawab.tn/fr/a/8283712/s3-%C3%A0-vendre-%C3%A0-l-aouina-palmerais,media\apartment\297\image_001.jpg,media\apartment\297,10,2026-02-18 10:59:27.009033,Unknown
2091,A Vendre une maison S3 cité Errayhane sousse,Tunisie,30000,sale,house,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,183.7,4.0,,,{},{},"Réf : 888a A vendre   Maison S3 avec garage – Cité Errayahane 1 -Sousse L'Agence Immobiliére Riahi  vous propose pour la vente une maison S3 située à cité Errayhane 1, dans une zone AFHC, à proximité immédiate de cité Ezzhour – Sousse. Un emplacement pratique et recherché, idéal pour une vie familiale paisible. Caractéristiques : Terrain : 178 m² Surface couverte : 138 m² Maison S3 bien agencée Garage Titre bleu accès facile aux services essentiels Prix de vente  : 238 MD Contactez Nous Pour Plus d'informations  216 .50. 232. 727",https://www.mubawab.tn/fr/a/8278490/a-vendre-une-maison-s3-cit%C3%A9-errayhane-sousse,media\house\919\image_001.jpg,media\house\919,10,2026-02-18 16:47:42.188105,Unknown
2092,A vendre s2 a sidi mahrsi nabeul zone touristiq,Tunisie,450000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,1.0,rangement,,{},{},"agence immobilière ""FIMILKI"" vous propose la vente d'un appartement s2 dans la zone touristique de sidi-mahrsi -nabeul : *titre bleu individuel *résidence gardée *place de parking au sous-sol *à presque 450 mètres de la plage sidi-mahrsi * quartier calme et de standing",https://www.mubawab.tn/fr/a/8300049/a-vendre-s2-a-sidi-mahrsi-nabeul-zone-touristiq,media\apartment\57\image_001.jpg,media\apartment\57,1,2026-02-18 09:28:58.936699,Unknown
2093,Appartement s3 de 128m2 à cité hedi nouira ariana,Tunisie,258000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,126.4,3.0,,,{},{},"Cité Hedi Nouira – Borj Louzir, Ariana Superficie : 128 m² RDC surélevé Typologie : S3 Composition : Salon lumineux avec balcon 3 chambres à coucher Cuisine équipée (plaque  hotte) Salle de bain Salle d’eau invités Séchoir Chauffage central 2 climatiseurs Abri de voiture Prix : 258 000 DT Référence du bien: Ref4027a",https://www.mubawab.tn/fr/a/8305321/appartement-s3-de-128m2-%C3%A0-cit%C3%A9-hedi-nouira-ariana,media\apartment\30\image_001.jpg,media\apartment\30,11,2026-02-18 09:23:25.9226,Unknown
2094,Immeuble à vendre à La Soukra,Tunisie,1400000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,3.0,,,{},{},"New Key La Soukra met à la vente un immeuble haut standing comprenant 5 appartements idéal pour investissement, située dans un cartier résedentiel calme et agréable à La Soukra. Il se compose de : 03 appartements de type S2 avec jardin et 02 appartements de type S1 avec terrasse. Référence du bien: Ref8596a",https://www.mubawab.tn/fr/a/8264474/immeuble-%C3%A0-vendre-%C3%A0-la-soukra,media\apartment\178\image_001.jpg,media\apartment\178,1,2026-02-18 09:56:59.806429,Unknown
2095,S3 en vente,Tunisie,940000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,3.0,,,{},{},"Offrez-vous un cadre de vie élégant au cœur des Jardins de Carthage avec cet appartement S3 direct promoteur, situé au 1er étage d’une résidence moderne en R3. Lumineux et bien agencé, il dispose d’un salon ouvrant sur un balcon, d’une cuisine entièrement équipée (plaque, four, hotte et lave-vaisselle) et d’une partie nuit totalement indépendante comprenant une suite parentale avec dressing et douche à l’italienne, ainsi que deux chambres à coucher dont une avec balcon.L’appartement bénéficie d’une place de parking au sous-sol, de la climatisation, du chauffage central et d’un vidéophone, offrant confort et qualité de vie dans l’un des quartiers les plus prisés de Tunis.",https://www.mubawab.tn/fr/a/8294488/s3-en-vente,media\apartment\113\image_001.jpg,media\apartment\113,11,2026-02-18 09:41:23.449303,Unknown
2096,Une Villa inachevée S4 à vendre à La Soukra,Tunisie,850000 TND,sale,house,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,5.0,,,{},{},,https://www.mubawab.tn/fr/a/7850293/une-villa-inachev%C3%A9e-s4-%C3%A0-vendre-%C3%A0-la-soukra,media\house\936\image_001.jpg,media\house\936,1,2026-02-18 20:04:00.821905,Unknown
2097,Un magnifique S2 à Cité El Faouz,Tunisie,Prix à consulter,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,3.0,,,{},{},"Découvrez la dernière nouveauté du Groupe le Logement : la résidence Fleur de Lys. Son emplacement exceptionnel a été soigneusement sélectionné pour répondre à vos besoins en matière de confort, sécurité et tranquillité. La résidence est idéalement située dans un quartier calme à Cité Elfawaz, entre Ennasr 2 et Jardins d’El Menzah 2, offrant une proximité optimale avec toutes les commodités. Profitez de l'efficacité de nos deux ascenseurs, bénéficiez d'un double parking en sous-sol, et découvrez des espaces commerciaux disponibles au rez-de-chaussée. N'hésitez pas à nous contacter pour obtenir plus d'informations. Chez Groupe le Logement, votre satisfaction est notre priorité !",https://www.mubawab.tn/fr/pa/7810520/un-magnifique-s2-%C3%A0-cit%C3%A9-el-faouz,media\apartment\35\image_001.jpg,media\apartment\35,17,2026-02-18 09:24:33.338574,Unknown
2098,A Vendre un s2 à la Marsa Erriadh,Tunisie,320000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,1.0,,,{},{},,https://www.mubawab.tn/fr/a/8301982/a-vendre-un-s2-%C3%A0-la-marsa-erriadh,media\apartment\265\image_001.jpg,media\apartment\265,1,2026-02-18 10:32:14.894826,Unknown
2099,Appartement à vendre à Qasr Saïd,Tunisie,Prix à consulter,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,,,,{},{},Appartement à vendre à Qasr Saïd.,https://www.mubawab.tn/fr/a/8304745/appartement-%C3%A0-vendre-%C3%A0-qasr-sa%C3%AFd,media\apartment\148\image_001.jpg,media\apartment\148,14,2026-02-18 09:49:12.472137,Unknown
2100,S2 neuf aux Jardins de Carthage,Tunisie,595000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,102.0,2.0,,,{},{},"Darcom Tunisia met à la vente un joli S2 neuf d’une superficie de 100 m², situé dans une petite résidence gardée et sécurisée avec Piscine, dotée d’un bon emplacement aux Jardins de Carthage. Il se compose d’un salon avec balcon, une cuisine indépendante aménagée et équipée (Hotte, Plaque, Four), deux chambres à coucher chacune avec dressing et une salle de bain. Place parking sous-sol : 25.000 DT Si vous souhaitez visiter le bien n’hésitez pas à nous contacter",https://www.mubawab.tn/fr/a/8022781/s2-neuf-aux-jardins-de-carthage,media\apartment\32\image_001.jpg,media\apartment\32,9,2026-02-18 09:23:48.013075,Unknown
2101,S2 en vente,Tunisie,420000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,127.9,2.0,,,{},{},"À vendre un appartement S2 de 120 m² situé au 2 étage d’une résidence moderne à Ain Zaghouan Sud, dotée d’un ascenseur.La partie jour se compose d’un salon lumineux et d’un point d’eau pour invités, ainsi que d’une cuisine entièrement équipée avec séchoir, complétée par un dressing à l’entrée pour plus de fonctionnalité.La partie nuit comprend deux chambres à coucher, dont une avec dressing, ainsi qu’une salle de bain commune.L’appartement est équipé de la climatisation et du chauffage central, assurant un confort optimal tout au long de l’année.Une place de parking au sous-sol est incluse.Cet appartement offre des espaces bien agencés et des prestations modernes, idéal pour une résidence principale dans un quartier calme et prisé.",https://www.mubawab.tn/fr/a/8295686/s2-en-vente,media\apartment\185\image_001.jpg,media\apartment\185,12,2026-02-18 09:59:14.53701,Unknown
2102,Appartement à vendre à Qasr Saïd,Tunisie,Prix à consulter,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,,,,{},{},Appartement à vendre à Qasr Saïd.,https://www.mubawab.tn/fr/a/8304745/appartement-%C3%A0-vendre-%C3%A0-qasr-sa%C3%AFd,media\apartment\148\image_001.jpg,media\apartment\148,14,2026-02-18 09:49:12.472137,Unknown
2103,Villa S5 à vendre aux Jardins de l'Aouina,Tunisie,30000,sale,house,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,6.0,,,{},{},,https://www.mubawab.tn/fr/a/8056764/villa-s5-%C3%A0-vendre-aux-jardins-de-l-aouina,media\house\937\image_001.jpg,media\house\937,1,2026-02-18 20:04:01.487586,Unknown
2104,Un magnifique Appartement S3 au Lac 2,Tunisie,950000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,3.0,,,{},{},"La Méditerranée Immobilière Lac 2 vous propose à la vente un magnifique appartement S3 meublé dans une résidence sécurisée et calme situé aux Berges du Lac 2 . Il se compose d'un salon lumineux et spacieux, avec une grande terrasse et salle d'eau d'invités. Une cuisine équipée avec un séchoir La partie nuit dispose un petit salon, une suite parentale et une chambre à coucher avec salle de bain. L'appartement est équipé de chauffages centrale et des climatiseurs ainsi qu'une place de parking .",https://www.mubawab.tn/fr/a/8259059/un-magnifique-appartement-s3-au-lac-2,media\apartment\190\image_001.jpg,media\apartment\190,13,2026-02-18 10:00:50.085987,Unknown
2105,APT Centre Ville Tunis,Tunisie,160000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,,rangement,,{},{},"à vendre : appartement avec titre foncier au 4ème et dernier étage situé en plein centre-ville de tunis, à l’angle de la rue ibn khaldoun (derrière la poste et la municipalité av de carthage). a côté de la garre (place barcelone) l’appartement bénéficie d’une double exposition et d’une luminosité exceptionnelle grâce à ses 4 balcons et ses 5 grandes portes-fenêtres. il se compose de : un salon avec deux pièces pouvant être converti en deux pièces, deux chambres avec ses meubles, une salle de bain équipée d’une baignoire, une cuisine. a noter : l’ascenseur de l’immeuble n’est pas en état de marche. meubles sur les photos compris. cet appartement, idéalement situé, convient aussi bien pour un usage résidentiel que professionnel.",https://www.mubawab.tn/fr/a/8293596/apt-centre-ville-tunis,media\apartment\7\image_001.jpg,media\apartment\7,7,2026-02-18 09:18:57.5507,Unknown
2106,A vendre S2 direct promoteur à la soukra,Tunisie,367000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,92.2,2.0,,,{},{},"La méditerranée Soukra vous propose a la vente un appartement S2 neuf  de 101 m2, située au RDC dans une résidence en R2 calme et bien sécurisée à la soukra . L'entrée mène à un salon spacieux doté d'une terrasse de 8 m2 . Une cuisine américaine bien équipée par une plaque de cuisson, une hotte aspirante et un four électrique. La partie nuit comprend une suite parentale , une chambre à coucher et une salle de bain avec baignoire . Une place de parking en sous-sol est disponible. L'appartement est équipé d'une climatisation split et un chauffage central",https://www.mubawab.tn/fr/a/8180401/a-vendre-s2-direct-promoteur-%C3%A0-la-soukra,media\apartment\115\image_001.jpg,media\apartment\115,10,2026-02-18 09:41:52.740888,Unknown
2107,A vendre s2 a sidi mahrsi nabeul zone touristiq,Tunisie,450000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,1.0,rangement,,{},{},"agence immobilière ""FIMILKI"" vous propose la vente d'un appartement s2 dans la zone touristique de sidi-mahrsi -nabeul : *titre bleu individuel *résidence gardée *place de parking au sous-sol *à presque 450 mètres de la plage sidi-mahrsi * quartier calme et de standing",https://www.mubawab.tn/fr/a/8300049/a-vendre-s2-a-sidi-mahrsi-nabeul-zone-touristiq,media\apartment\57\image_001.jpg,media\apartment\57,1,2026-02-18 09:28:58.936699,Unknown
2108,Des appartements S3 direct promoteur aux Lac 2,Tunisie,Prix à consulter,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,180.2,4.0,,,{},{},"Offre de vente : Des appartements S3 direct promoteur au lac 2. Les superficie entre 183m² et 190m². Prix du m² 5300dt. Pour plus d'informations, veuillez nous contactez sur :",https://www.mubawab.tn/fr/a/8031105/des-appartements-s3-direct-promoteur-aux-lac-2,media\apartment\219\image_001.jpg,media\apartment\219,1,2026-02-18 10:07:19.871105,Unknown
2109,A vendre un S3 neuf à Khzema,Tunisie,210000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,2.0,,,{},{},"À découvrir, un appartement S3 neuf situé dans un petit immeuble de seulement deux étages, implanté dans un quartier résidentiel calme et agréable. L’appartement se compose d’un salon lumineux avec cuisine ouverte offrant un espace de vie convivial et moderne. La partie nuit comprend une suite parentale avec salle d’eau privative (douche) et balcon, garantissant confort et intimité. Deux autres chambres à coucher viennent compléter cet espace, partageant une salle de bain équipée d'une baignoire, idéale pour les familles.",https://www.mubawab.tn/fr/a/8217858/a-vendre-un-s3-neuf-%C3%A0-khzema,media\apartment\86\image_001.jpg,media\apartment\86,7,2026-02-18 09:35:19.397851,Unknown
2110,S3 en vente,Tunisie,375000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,3.0,,,{},{},"Un appartement S3 situé dans une résidence a la Marsa les pinsCette appartement se compose d’un salon spacieux avec salle à manger, d’une cuisine équipée qui s’ouvre sur un séchoir, ainsi que d’une salle d’eau pour les invités.La partie nuit, bien séparée, comprend trois chambres à coucher avec leurs dressings, qui partagent une salle de bain commune.L’appartement est équipé du chauffage central et de la climatisation, garantissant un confort optimal en toute saison.",https://www.mubawab.tn/fr/a/8218716/s3-en-vente,media\apartment\270\image_001.jpg,media\apartment\270,6,2026-02-18 10:37:10.978018,Unknown
